species;code
Dicliptera cundinamarcana;tropical
Dicliptera decorticans;extratropical
Dicliptera eenii;extratropical
Dicliptera effusa;undetermined
Dicliptera ehrenbergii;tropical
Dicliptera elegans;extratropical
Dicliptera elliotii;tropical
Dicliptera extenta;extratropical
Dicliptera falciflora;tropical
Dicliptera floribunda;generalist
Dicliptera foetida;generalist
Dicliptera fruticosa;extratropical
Dicliptera gillilandiorum;extratropical
Dicliptera grandibracteata;extratropical
Dicliptera haenkeana;generalist
Dicliptera hereroensis;extratropical
Dicliptera heterostegia;tropical
Dicliptera inaequalis;generalist
Dicliptera inconspicua;tropical
Dicliptera insularis;tropical
Dicliptera inutilis;generalist
Dicliptera iopus;tropical
Dicliptera japonica;extratropical
Dicliptera jujuyensis;generalist
Dicliptera lanceolaria;tropical
Dicliptera laxata;tropical
Dicliptera laxispica;tropical
Dicliptera leistneri;extratropical
Dicliptera longiflora;tropical
Dicliptera maculata;tropical
Dicliptera madagascariensis;tropical
Dicliptera manilalii;tropical
Dicliptera melleri;generalist
Dicliptera membranacea;tropical
Dicliptera minor;generalist
Dicliptera miscella;tropical
Dicliptera montana;tropical
Dicliptera mucronifolia;tropical
Dicliptera nervata;tropical
Dicliptera paniculata;generalist
Dicliptera paposana;extratropical
Dicliptera papuana;tropical
Dicliptera peduncularis;extratropical
Dicliptera peruviana;tropical
Dicliptera podocephala;tropical
Dicliptera purpurascens;tropical
Dicliptera resupinata;generalist
Dicliptera sanctae-martae;generalist
Dicliptera scabra;generalist
Dicliptera scandens;tropical
Dicliptera sciadephora;tropical
Dicliptera scutellata;extratropical
Dicliptera sexangularis;tropical
Dicliptera sivarajanii;generalist
Dicliptera spicata;tropical
Dicliptera squarrosa;generalist
Dicliptera thlaspioides;generalist
Dicliptera transvaalensis;extratropical
Dicliptera trifurca;tropical
Dicliptera unguiculata;tropical
Dicliptera verticillata;tropical
Dicliptera vollesenii;tropical
Diclis ovata;tropical
Diclis petiolaris;extratropical
Diclis reptans;extratropical
Diclis rotundifolia;extratropical
Diclis tenella;tropical
Dicrastylis archeri;extratropical
Dicrastylis beveridgei;extratropical
Dicrastylis brunnea;extratropical
Dicrastylis capitellata;extratropical
Dicrastylis cordifolia;tropical
Dicrastylis corymbosa;extratropical
Dicrastylis costelloi;extratropical
Dicrastylis cundeeleensis;extratropical
Dicrastylis doranii;generalist
Dicrastylis exsuccosa;generalist
Dicrastylis flexuosa;extratropical
Dicrastylis fulva;extratropical
Dicrastylis gilesii;extratropical
Dicrastylis globiflora;extratropical
Dicrastylis incana;extratropical
Dicrastylis kumarinensis;extratropical
Dicrastylis lewellinii;extratropical
Dicrastylis linearifolia;extratropical
Dicrastylis maritima;tropical
Dicrastylis micrantha;generalist
Dicrastylis nicholasii;extratropical
Dicrastylis obovata;extratropical
Dicrastylis parvifolia;extratropical
Dicrastylis reticulata;extratropical
Dicrastylis rugosifolia;extratropical
Dicrastylis sessilifolia;extratropical
Dicrastylis soliparma;extratropical
Dicrastylis velutina;extratropical
Dicrastylis verticillata;extratropical
Didissandra elongata;tropical
Didymocarpus adenocalyx;generalist
Didymocarpus aureoglandulosus;tropical
Didymocarpus citrinus;tropical
Didymocarpus epithemoides;tropical
Didymocarpus glandulosus;extratropical
Didymocarpus heucherifolius;extratropical
Didymocarpus insulsus;tropical
Didymocarpus kerrii;tropical
Didymocarpus mengtze;extratropical
Didymocarpus pedicellatus;extratropical
Didymocarpus praeteritus;extratropical
Didymocarpus pseudomengtze;extratropical
Didymocarpus purpureobracteatus;generalist
Didymocarpus purpureopictus;tropical
Didymocarpus stenanthos;extratropical
Didymocarpus tristis;tropical
Didymocarpus yunnanensis;extratropical
Didymocarpus zhenkangensis;extratropical
Didymostigma obtusum;extratropical
Digitalis ciliata;extratropical
Digitalis ferruginea;extratropical
Digitalis grandiflora;extratropical
Digitalis laevigata;extratropical
Digitalis lanata;extratropical
Digitalis lutea;extratropical
Digitalis mariana;extratropical
Digitalis obscura;extratropical
Digitalis parviflora;extratropical
Digitalis purpurea;extratropical
Digitalis sceptrum;undetermined
Digitalis thapsi;extratropical
Digitalis viridiflora;extratropical
Digomphia ceratophora;tropical
Digomphia densicoma;tropical
Digomphia laurifolia;tropical
Dinklageodoxa scandens;tropical
Diplacus aridus;extratropical
Diplacus aurantiacus;extratropical
Diplacus bigelovii;extratropical
Diplacus bolanderi;extratropical
Diplacus brevipes;extratropical
Diplacus clevelandii;extratropical
Diplacus congdonii;extratropical
Diplacus constrictus;extratropical
Diplacus cusickii;extratropical
Diplacus douglasii;extratropical
Diplacus fremontii;extratropical
Diplacus jepsonii;extratropical
Diplacus johnstonii;extratropical
Diplacus kelloggii;extratropical
Diplacus layneae;extratropical
Diplacus leptaleus;extratropical
Diplacus longiflorus;extratropical
Diplacus mephiticus;extratropical
Diplacus mohavensis;extratropical
Diplacus nanus;extratropical
Diplacus parryi;extratropical
Diplacus parviflorus;undetermined
Diplacus pictus;extratropical
Diplacus pulchellus;extratropical
Diplacus puniceus;extratropical
Diplacus rattanii;extratropical
Diplacus rupicola;extratropical
Diplacus stellatus;extratropical
Diplacus torreyi;extratropical
Diplacus tricolor;extratropical
Diplacus viscidus;extratropical
Diplacus whitneyi;extratropical
Dipyrena glaberrima;extratropical
Dipyrena juncea;extratropical
Dischisma arenarium;generalist
Dischisma capitatum;generalist
Dischisma ciliatum;extratropical
Dischisma clandestinum;extratropical
Dischisma leptostachyum;extratropical
Dischisma spicatum;extratropical
Dischisma squarrosum;extratropical
Dischisma struthioloides;extratropical
Dischisma tomentosum;extratropical
Dischistocalyx champluvieranus;tropical
Dischistocalyx grandifolius;tropical
Dischistocalyx hirsutus;tropical
Dischistocalyx klainei;tropical
Dischistocalyx lithicola;tropical
Dischistocalyx minimus;tropical
Dischistocalyx strobilinus;tropical
Dischistocalyx thunbergiiflora;tropical
Dizygostemon floribundum;tropical
Dodartia orientalis;extratropical
Dolichandra chodatii;generalist
Dolichandra cynanchoides;generalist
Dolichandra dentata;generalist
Dolichandra quadrivalvis;tropical
Dolichandra steyermarkii;tropical
Dolichandra uncata;tropical
Dolichandra unguiculata;tropical
Dolichandra unguis-cati;generalist
Dolichandrone alba;tropical
Dolichandrone alternifolia;tropical
Dolichandrone filiformis;tropical
Dolichandrone heterophylla;tropical
Dolichandrone spathacea;tropical
Dopatrium junceum;generalist
Dopatrium longidens;tropical
Dopatrium macranthum;tropical
Dopatrium senegalense;tropical
Dracocephalum argunense;extratropical
Dracocephalum austriacum;extratropical
Dracocephalum bipinnatum;extratropical
Dracocephalum bullatum;extratropical
Dracocephalum calophyllum;extratropical
Dracocephalum discolor;extratropical
Dracocephalum foetidum;extratropical
Dracocephalum forrestii;extratropical
Dracocephalum fragile;extratropical
Dracocephalum fruticulosum;extratropical
Dracocephalum grandiflorum;extratropical
Dracocephalum heterophyllum;extratropical
Dracocephalum imberbe;extratropical
Dracocephalum integrifolium;extratropical
Dracocephalum isabellae;extratropical
Dracocephalum microflorum;extratropical
Dracocephalum moldavica;extratropical
Dracocephalum multicaule;extratropical
Dracocephalum nutans;extratropical
Dracocephalum olchonense;extratropical
Dracocephalum origanoides;extratropical
Dracocephalum palmatum;extratropical
Dracocephalum parviflorum;extratropical
Dracocephalum paulsenii;extratropical
Dracocephalum peregrinum;extratropical
Dracocephalum popovii;extratropical
Dracocephalum purdomii;extratropical
Dracocephalum rupestre;extratropical
Dracocephalum ruyschiana;extratropical
Dracocephalum stamineum;extratropical
Dracocephalum stellerianum;extratropical
Dracocephalum taliense;extratropical
Dracocephalum tanguticum;extratropical
Dracocephalum thymiflorum;extratropical
Dracocephalum truncatum;extratropical
Dracocephalum velutinum;extratropical
Dracocephalum wallichii;extratropical
Drepanocaryum sewerzowii;extratropical
Drymonia aciculata;tropical
Drymonia affinis;tropical
Drymonia alloplectoides;tropical
Drymonia ambonensis;tropical
Drymonia anisophylla;tropical
Drymonia antherocycla;tropical
Drymonia brochidodroma;tropical
Drymonia candida;tropical
Drymonia chiribogana;generalist
Drymonia cinchrophylla;tropical
Drymonia coccinea;tropical
Drymonia collegarum;generalist
Drymonia conchocalyx;tropical
Drymonia coriacea;tropical
Drymonia crassa;tropical
Drymonia crenatiloba;tropical
Drymonia dodsonii;generalist
Drymonia doratostyla;tropical
Drymonia ecuadorensis;tropical
Drymonia erythroloma;tropical
Drymonia flavida;tropical
Drymonia foliacea;generalist
Drymonia folsomii;tropical
Drymonia guatemalensis;tropical
Drymonia hoppii;tropical
Drymonia killipii;tropical
Drymonia laciniosa;tropical
Drymonia lanceolata;tropical
Drymonia macrantha;tropical
Drymonia macrophylla;tropical
Drymonia microphylla;tropical
Drymonia mortoniana;tropical
Drymonia multiflora;tropical
Drymonia oinochrophylla;tropical
Drymonia ovatifolia;tropical
Drymonia oxysepala;tropical
Drymonia parviflora;tropical
Drymonia pendula;tropical
Drymonia pilifera;tropical
Drymonia psilocalyx;tropical
Drymonia pudica;tropical
Drymonia pulchra;tropical
Drymonia rhodoloma;tropical
Drymonia rubra;tropical
Drymonia rubripilosa;tropical
Drymonia semicordata;tropical
Drymonia serrulata;tropical
Drymonia solitaria;generalist
Drymonia stenophylla;tropical
Drymonia strigosa;tropical
Drymonia submarginalis;tropical
Drymonia tenuis;generalist
Drymonia teuscheri;tropical
Drymonia tomentulifera;tropical
Drymonia turrialvae;tropical
Drymonia uninerva;undetermined
Drymonia urceolata;generalist
Drymonia variegata;tropical
Drymonia warscewicziana;tropical
Drymosiphon grandiflorus;extratropical
Duosperma crenatum;generalist
Duosperma densiflorum;tropical
Duosperma kilimandscharicum;tropical
Duosperma longicalyx;tropical
Duosperma nudantherum;generalist
Duosperma quadrangulare;tropical
Duosperma tanzaniense;tropical
Duranta arida;tropical
Duranta costaricensis;tropical
Duranta dombeyana;extratropical
Duranta erecta;generalist
Duranta mandonii;extratropical
Duranta mutisii;generalist
Duranta obtusifolia;generalist
Duranta serratifolia;generalist
Duranta sprucei;generalist
Duranta triacantha;extratropical
Duranta vestita;generalist
Duvernoia asystasioides;tropical
Duvernoia bolomboensis;tropical
Duvernoia buchholzii;tropical
Duvernoia claessensii;tropical
Duvernoia extensa;tropical
Duvernoia interrupta;tropical
Duvernoia irumuensis;tropical
Duvernoia maxima;tropical
Duvernoia orbicularis;tropical
Duvernoia pumila;tropical
Duvernoia salviiflora;tropical
Duvernoia speciosa;tropical
Duvernoia stachytarphetoides;tropical
Dyschoriste albiflora;tropical
Dyschoriste angusta;tropical
Dyschoriste axillaris;generalist
Dyschoriste boliviana;generalist
Dyschoriste capitata;generalist
Dyschoriste capricornis;extratropical
Dyschoriste costata;extratropical
Dyschoriste crenulata;generalist
Dyschoriste dalyi;tropical
Dyschoriste greenmanii;generalist
Dyschoriste heudelotiana;tropical
Dyschoriste hildebrandtii;extratropical
Dyschoriste hirsutissima;generalist
Dyschoriste hispidula;tropical
Dyschoriste humilis;extratropical
Dyschoriste keniensis;tropical
Dyschoriste lavandulacea;generalist
Dyschoriste linearis;extratropical
Dyschoriste maranhonis;tropical
Dyschoriste microphylla;extratropical
Dyschoriste multicaulis;tropical
Dyschoriste nagchana;tropical
Dyschoriste novogaliciana;generalist
Dyschoriste oblongifolia;extratropical
Dyschoriste oligosperma;tropical
Dyschoriste pilifera;tropical
Dyschoriste pinetorum;extratropical
Dyschoriste poliodes;extratropical
Dyschoriste pringlei;extratropical
Dyschoriste purpusii;extratropical
Dyschoriste quadrangularis;tropical
Dyschoriste quitensis;generalist
Dyschoriste radicans;generalist
Dyschoriste rubiginosa;generalist
Dyschoriste saltuensis;tropical
Dyschoriste schiedeana;extratropical
Dyschoriste setigera;extratropical
Dyschoriste siphonantha;tropical
Dyschoriste subquadrangularis;tropical
Dyschoriste tanganyikensis;tropical
Dyschoriste tanzaniensis;tropical
Dyschoriste trichanthera;tropical
Dyschoriste trichocalyx;generalist
Dyschoriste venturii;generalist
Dyschoriste xylopoda;generalist
Ecbolium amplexicaule;tropical
Ecbolium benoistii;tropical
Ecbolium boranense;tropical
Ecbolium clarkei;generalist
Ecbolium glabratum;tropical
Ecbolium gymnostachyum;tropical
Ecbolium hastatum;tropical
Ecbolium ligustrinum;generalist
Ecbolium madagascariense;tropical
Ecbolium oblongifolium;tropical
Ecbolium strictum;tropical
Ecbolium syringifolium;tropical
Ecbolium tanzaniense;tropical
Ecbolium viride;tropical
Eccremocarpus scaber;extratropical
Eccremocarpus viridis;generalist
Echinacanthus longipes;generalist
Ekmanianthe longiflora;tropical
Elacholoma hornii;extratropical
Ellisiophyllum pinnatum;extratropical
Elsholtzia angustifolia;extratropical
Elsholtzia argyi;extratropical
Elsholtzia blanda;generalist
Elsholtzia bodinieri;extratropical
Elsholtzia capituligera;extratropical
Elsholtzia ciliata;extratropical
Elsholtzia communis;extratropical
Elsholtzia cyprianii;extratropical
Elsholtzia densa;extratropical
Elsholtzia eriocalyx;extratropical
Elsholtzia eriostachya;extratropical
Elsholtzia feddei;extratropical
Elsholtzia flava;extratropical
Elsholtzia fruticosa;extratropical
Elsholtzia glabra;extratropical
Elsholtzia heterophylla;extratropical
Elsholtzia kachinensis;extratropical
Elsholtzia luteola;extratropical
Elsholtzia myosurus;extratropical
Elsholtzia nipponica;extratropical
Elsholtzia ochroleuca;extratropical
Elsholtzia penduliflora;extratropical
Elsholtzia pilosa;extratropical
Elsholtzia pubescens;tropical
Elsholtzia rugulosa;extratropical
Elsholtzia souliei;extratropical
Elsholtzia splendens;extratropical
Elsholtzia stachyodes;extratropical
Elsholtzia stauntonii;extratropical
Elsholtzia strobilifera;extratropical
Elsholtzia winitiana;generalist
Elytraria acaulis;tropical
Elytraria bromoides;tropical
Elytraria imbricata;generalist
Elytraria ivorensis;tropical
Elytraria macrophylla;tropical
Elytraria marginata;tropical
Elytraria maritima;tropical
Elytraria mexicana;tropical
Elytraria minor;tropical
Encephalosphaera lasiandra;tropical
Encephalosphaera vitellina;tropical
Encopella tenuifolia;tropical
Endostemon camporum;tropical
Endostemon ctenoneurus;tropical
Endostemon kelleri;tropical
Endostemon membranaceus;generalist
Endostemon obtusifolius;generalist
Endostemon tenuiflorus;generalist
Endostemon tereticaulis;generalist
Endostemon usambarensis;tropical
Endostemon villosus;tropical
Endostemon wakefieldii;tropical
Epifagus virginiana;extratropical
Episcia cupreata;tropical
Episcia fimbriata;tropical
Episcia lilacina;tropical
Episcia reptans;tropical
Episcia sphalera;tropical
Episcia xantha;tropical
Epithema benthamii;tropical
Epithema carnosum;generalist
Epithema dolichopodum;tropical
Epithema horsfieldii;tropical
Epithema involucratum;tropical
Epithema sarawakense;tropical
Epithema saxatile;tropical
Epithema tenerum;tropical
Epithema tenue;tropical
Epithema zeylanicum;tropical
Eplingiella cuniloides;tropical
Eplingiella fruticosa;tropical
Eranthemum ciliatum;extratropical
Eranthemum pulchellum;generalist
Eranthemum purpurascens;generalist
Eranthemum tetragonum;tropical
Eremogeton grandiflorus;tropical
Eremomastax speciosa;tropical
Eremophila abietina;extratropical
Eremophila accrescens;tropical
Eremophila acrida;extratropical
Eremophila adenotricha;extratropical
Eremophila alatisepala;extratropical
Eremophila annosocaulis;extratropical
Eremophila anomala;extratropical
Eremophila appressa;extratropical
Eremophila arachnoides;extratropical
Eremophila arbuscula;extratropical
Eremophila arenaria;extratropical
Eremophila arguta;extratropical
Eremophila aureivisca;extratropical
Eremophila barbata;extratropical
Eremophila battii;extratropical
Eremophila behriana;extratropical
Eremophila biserrata;extratropical
Eremophila bowmanii;extratropical
Eremophila brevifolia;extratropical
Eremophila caerulea;extratropical
Eremophila caespitosa;generalist
